session_id,client_identity_id,label,start_ts,end_ts,pcap_path
0a8a873b-add4-4f70-9ab4-4f4c6fdff63c,c2ce8924-e4d0-4cd4-9d50-79d799af03bb,human,1787061517.1185358,1787061562.1236763,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\0a8a873b-add4-4f70-9ab4-4f4c6fdff63c.pcap
a24415a7-fa27-4369-8f5c-f3d2004edc7b,c2ce8924-e4d0-4cd4-9d50-79d799af03bb,human,1787061563.1275387,1787061598.1778333,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\a24415a7-fa27-4369-8f5c-f3d2004edc7b.pcap
51501994-6a32-4492-bca6-e6ed72550a01,bcaa6091-f5ee-4a0f-972e-dc65ad493f8e,human,1787061599.1811502,1787061636.5278327,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\51501994-6a32-4492-bca6-e6ed72550a01.pcap
7dabfd32-660f-4b61-af04-e8ce960ef121,bcaa6091-f5ee-4a0f-972e-dc65ad493f8e,human,1787061637.5192766,1787061647.1273263,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\7dabfd32-660f-4b61-af04-e8ce960ef121.pcap
3e72d214-479b-4512-a1ac-8b4d0d739b3c,bcaa6091-f5ee-4a0f-972e-dc65ad493f8e,human,1787061648.121423,1787061675.1413736,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\3e72d214-479b-4512-a1ac-8b4d0d739b3c.pcap
2a5b3808-4a0a-46f7-8075-4cde0173f5e2,bcaa6091-f5ee-4a0f-972e-dc65ad493f8e,human,1787061676.2113013,1787061713.7704244,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\2a5b3808-4a0a-46f7-8075-4cde0173f5e2.pcap
3d2e5d38-8246-4d37-8f52-392c4873b9f3,bcaa6091-f5ee-4a0f-972e-dc65ad493f8e,human,1787061714.7925901,1787061757.4405377,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\3d2e5d38-8246-4d37-8f52-392c4873b9f3.pcap
395ee53e-b364-4dfc-acb9-f7520001996d,cfbd7e68-1422-442f-be79-3682bbb1ef51,human,1787061758.4393096,1787061775.4946113,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\395ee53e-b364-4dfc-acb9-f7520001996d.pcap
e4a7e950-7c16-4977-996b-5de371ab20e7,cfbd7e68-1422-442f-be79-3682bbb1ef51,human,1787061776.494981,1787061801.8481884,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\e4a7e950-7c16-4977-996b-5de371ab20e7.pcap
19eecf70-e276-4084-ad8a-9d9adf083d7b,cfbd7e68-1422-442f-be79-3682bbb1ef51,human,1787061802.8576105,1787061818.9887958,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\19eecf70-e276-4084-ad8a-9d9adf083d7b.pcap
831c6dbf-9c78-4e54-b372-bdd3cb88bcf1,0b311a36-405a-4f94-a523-e44841af5d5e,human,1787061820.0123405,1787061849.6965878,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\831c6dbf-9c78-4e54-b372-bdd3cb88bcf1.pcap
31ff8210-7303-4827-b6b3-ec869bdb9c05,0b311a36-405a-4f94-a523-e44841af5d5e,human,1787061850.8609397,1787061874.5030897,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\31ff8210-7303-4827-b6b3-ec869bdb9c05.pcap
482f8041-acac-4653-8c7f-c7a44660e03f,0b311a36-405a-4f94-a523-e44841af5d5e,human,1787061875.7577531,1787061905.4532967,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\482f8041-acac-4653-8c7f-c7a44660e03f.pcap
acc738ea-847f-44b0-baf4-730369f8ecd8,0b311a36-405a-4f94-a523-e44841af5d5e,human,1787061906.4570668,1787061918.0226152,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\acc738ea-847f-44b0-baf4-730369f8ecd8.pcap
80c89015-6dae-4a0a-9e46-58d82e86258f,c856895d-90d6-4926-97f6-c76d2bb56275,human,1787061919.1366372,1787061944.7405994,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\80c89015-6dae-4a0a-9e46-58d82e86258f.pcap
a2a16c5c-12ad-4865-a684-51e90f304f57,c856895d-90d6-4926-97f6-c76d2bb56275,human,1787061945.849507,1787061979.5983148,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\a2a16c5c-12ad-4865-a684-51e90f304f57.pcap
fc57d241-5131-4abe-b524-3fedbcacb2dc,c856895d-90d6-4926-97f6-c76d2bb56275,human,1787061980.7053967,1787062009.659324,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\fc57d241-5131-4abe-b524-3fedbcacb2dc.pcap
1fc431eb-fefd-40e2-b9c4-fd5aafc4ff12,c856895d-90d6-4926-97f6-c76d2bb56275,human,1787062010.8547087,1787062035.327035,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\1fc431eb-fefd-40e2-b9c4-fd5aafc4ff12.pcap
6c7b630f-2fdb-4864-b36a-c085ee6bfb81,c856895d-90d6-4926-97f6-c76d2bb56275,human,1787062036.4333904,1787062049.391249,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\6c7b630f-2fdb-4864-b36a-c085ee6bfb81.pcap
93d89779-5a33-4fda-964b-b0288120ecb2,958838eb-16cf-4f25-9bf2-c12edebcecbc,human,1787062050.453205,1787062086.7995925,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\93d89779-5a33-4fda-964b-b0288120ecb2.pcap
e215dc6b-3349-47a1-ae0d-b79ee8696e7b,958838eb-16cf-4f25-9bf2-c12edebcecbc,human,1787062087.8036199,1787062123.4273582,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\e215dc6b-3349-47a1-ae0d-b79ee8696e7b.pcap
b6414d5a-807d-4024-9cbe-a672709a8cd6,958838eb-16cf-4f25-9bf2-c12edebcecbc,human,1787062124.4231522,1787062150.3968499,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\b6414d5a-807d-4024-9cbe-a672709a8cd6.pcap
7de4da31-97a5-4e96-9b37-463991d9ded9,958838eb-16cf-4f25-9bf2-c12edebcecbc,human,1787062151.5075326,1787062189.3191257,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\7de4da31-97a5-4e96-9b37-463991d9ded9.pcap
fa4c8acb-b762-42bb-a35a-6cda113d137d,e8a6df60-9859-4c47-b8ca-5419434fbf89,human,1787062190.430741,1787062220.5738869,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\fa4c8acb-b762-42bb-a35a-6cda113d137d.pcap
f2fb8ed4-2542-473a-ba53-2bc8ac003ca1,e8a6df60-9859-4c47-b8ca-5419434fbf89,human,1787062221.6116567,1787062257.7209084,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\f2fb8ed4-2542-473a-ba53-2bc8ac003ca1.pcap
3e16d2d7-5fc9-4477-a5db-2b82fef697a3,e8a6df60-9859-4c47-b8ca-5419434fbf89,human,1787062258.93027,1787062270.5170162,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\3e16d2d7-5fc9-4477-a5db-2b82fef697a3.pcap
9bd5b9ec-8db1-4102-bf47-64a68c930783,0255d7c2-e60a-486e-9982-7115425cc3ed,human,1787062271.7047038,1787062301.508132,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\9bd5b9ec-8db1-4102-bf47-64a68c930783.pcap
5a0f995e-bc85-4438-9a51-cbfb74137e16,0255d7c2-e60a-486e-9982-7115425cc3ed,human,1787062302.5363722,1787062312.1792362,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\5a0f995e-bc85-4438-9a51-cbfb74137e16.pcap
bef9d094-be88-49c7-9132-17f14e16b8bb,0255d7c2-e60a-486e-9982-7115425cc3ed,human,1787062313.486177,1787062349.3390307,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\bef9d094-be88-49c7-9132-17f14e16b8bb.pcap
0f4e36e2-1eed-4d9a-9b96-86ed97a203b3,0255d7c2-e60a-486e-9982-7115425cc3ed,human,1787062350.4282641,1787062379.9833987,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\0f4e36e2-1eed-4d9a-9b96-86ed97a203b3.pcap
46c37821-ddcf-4fa9-8760-e52c20efa76d,0255d7c2-e60a-486e-9982-7115425cc3ed,human,1787062381.1193883,1787062405.7783365,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\46c37821-ddcf-4fa9-8760-e52c20efa76d.pcap
a6116477-de2e-482e-9c24-7ef48b3e77d1,da8fa5ff-0be1-409f-ab03-2f581e44688d,human,1787062406.8911157,1787062434.0776565,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\a6116477-de2e-482e-9c24-7ef48b3e77d1.pcap
38b23215-817e-4178-a015-8c387ead2eed,da8fa5ff-0be1-409f-ab03-2f581e44688d,human,1787062435.2415535,1787062468.1529298,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\38b23215-817e-4178-a015-8c387ead2eed.pcap
fb36619f-d101-4504-809a-043bdb99d216,da8fa5ff-0be1-409f-ab03-2f581e44688d,human,1787062469.2711267,1787062509.5586321,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\fb36619f-d101-4504-809a-043bdb99d216.pcap
df44795c-7fa2-4553-b903-2c2fc3636cca,20506de6-8ffa-4e65-b021-cd85e526fe87,human,1787062510.6615963,1787062537.0964184,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\df44795c-7fa2-4553-b903-2c2fc3636cca.pcap
e2b136bb-2ffe-4ec5-b8dd-7b976c4596c7,20506de6-8ffa-4e65-b021-cd85e526fe87,human,1787062538.1571724,1787062575.685761,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\e2b136bb-2ffe-4ec5-b8dd-7b976c4596c7.pcap
4b3ebbc4-ada8-4a7d-9e58-6a959e2e7416,20506de6-8ffa-4e65-b021-cd85e526fe87,human,1787062576.6904025,1787062602.3310204,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\4b3ebbc4-ada8-4a7d-9e58-6a959e2e7416.pcap
32b97a2b-ef61-49b3-b5d2-4bd239c34646,9a3e64b1-4442-423a-87f3-5db7db3af04d,human,1787062603.3140264,1787062620.1944246,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\32b97a2b-ef61-49b3-b5d2-4bd239c34646.pcap
e1d93b5b-a85a-4cf0-974e-8547627350ec,9a3e64b1-4442-423a-87f3-5db7db3af04d,human,1787062621.2755685,1787062657.93987,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\e1d93b5b-a85a-4cf0-974e-8547627350ec.pcap
79e78aa8-e904-4b98-867b-f7c1f081ebfa,9a3e64b1-4442-423a-87f3-5db7db3af04d,human,1787062659.052962,1787062695.9923222,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\79e78aa8-e904-4b98-867b-f7c1f081ebfa.pcap
2e4c6e84-93df-4826-bc0b-54e6691c02bb,9a3e64b1-4442-423a-87f3-5db7db3af04d,human,1787062697.0941248,1787062734.097181,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\2e4c6e84-93df-4826-bc0b-54e6691c02bb.pcap
7aee4b9c-da32-4aea-80c3-6031a8e178f3,9a3e64b1-4442-423a-87f3-5db7db3af04d,human,1787062735.3235843,1787062746.0048146,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\7aee4b9c-da32-4aea-80c3-6031a8e178f3.pcap
2336a3fa-4843-4748-9063-449c5fb9d102,0d48eb47-267a-4e20-86cc-e5ac86db6355,human,1787062747.0352511,1787062776.438877,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\2336a3fa-4843-4748-9063-449c5fb9d102.pcap
e097e545-86d0-435c-b8eb-6da67850af9c,0d48eb47-267a-4e20-86cc-e5ac86db6355,human,1787062777.5400264,1787062816.9278884,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\e097e545-86d0-435c-b8eb-6da67850af9c.pcap
9ef33619-688d-48f9-9484-6c10636e8e72,0d48eb47-267a-4e20-86cc-e5ac86db6355,human,1787062818.0446332,1787062851.828455,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\9ef33619-688d-48f9-9484-6c10636e8e72.pcap
6a54be34-167b-4a19-9d28-c0f394c5e198,0d48eb47-267a-4e20-86cc-e5ac86db6355,human,1787062852.9226048,1787062890.6819892,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\6a54be34-167b-4a19-9d28-c0f394c5e198.pcap
180600db-85f7-4072-9580-7faf7520e2c1,0d48eb47-267a-4e20-86cc-e5ac86db6355,human,1787062891.7324607,1787062915.403871,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\180600db-85f7-4072-9580-7faf7520e2c1.pcap
44bc8f8a-531b-483d-af66-fcb253f4098c,b9e3d303-8acf-4a44-8a89-233c257e1f29,human,1787062916.5063927,1787062952.103859,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\44bc8f8a-531b-483d-af66-fcb253f4098c.pcap
028af735-7ec6-4a5a-bc8c-b5cc8c4ba6a6,b9e3d303-8acf-4a44-8a89-233c257e1f29,human,1787062953.098592,1787062981.048181,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\028af735-7ec6-4a5a-bc8c-b5cc8c4ba6a6.pcap
bd7b5dea-72af-41bf-b6bd-bfa38e02d1cf,b9e3d303-8acf-4a44-8a89-233c257e1f29,human,1787062982.042865,1787063022.1813848,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\bd7b5dea-72af-41bf-b6bd-bfa38e02d1cf.pcap
e14a7f34-bf74-42b3-8bb6-fc3a433e55d6,b9e3d303-8acf-4a44-8a89-233c257e1f29,human,1787063023.1756124,1787063046.2074778,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\e14a7f34-bf74-42b3-8bb6-fc3a433e55d6.pcap
1e992a77-06a8-4c2a-8ef4-c7fbdab689db,52fe4194-2832-4270-8565-1035c3608f07,human,1787063047.1756752,1787063080.677291,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\1e992a77-06a8-4c2a-8ef4-c7fbdab689db.pcap
4019cc0a-6918-4c84-a568-59dd97780a98,52fe4194-2832-4270-8565-1035c3608f07,human,1787063081.7749956,1787063098.320781,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\4019cc0a-6918-4c84-a568-59dd97780a98.pcap
ed3789d3-f28b-4f7d-9065-a0ed25e51c09,52fe4194-2832-4270-8565-1035c3608f07,human,1787063099.4843407,1787063136.3752503,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\ed3789d3-f28b-4f7d-9065-a0ed25e51c09.pcap
7d99732e-27bf-41fb-acd4-55c908858118,52fe4194-2832-4270-8565-1035c3608f07,human,1787063137.4922998,1787063162.773501,C:\Users\har20\OneDrive\Desktop\project 1\code\quic-pqtls-bot-detection\capture\pcap_store\7d99732e-27bf-41fb-acd4-55c908858118.pcap
